id,created_at,date,description,category,amount,type,isPaidByKari,is_default
685,2026-05-31T11:42:39.144483+00:00,2026-05-03,Zeit fur brot,food,23.93,shared,false,false
683,2026-05-31T11:41:41.732574+00:00,2026-05-03,Helados ammersee,food,25,percentage,false,false
681,2026-05-03T16:17:17.36272+00:00,2026-05-03,Comida en ammersee,food,35.11,percentage,false,false
684,2026-05-31T11:42:05.673686+00:00,2026-05-02,Rewe,supermarket,34.91,percentage,false,false
682,2026-05-31T11:39:55.623343+00:00,2026-05-02,5guys,food,47,percentage,false,false
680,2026-05-02T17:03:07.916683+00:00,2026-05-02,"Rewe Flughafen ",food,9.68,percentage,false,false
679,2026-05-02T13:08:41.739674+00:00,2026-05-02,Zeit fur brot,food,23.4,percentage,false,false
677,2026-05-02T12:02:39.088942+00:00,2026-05-02,rewe getrank,supermarket,8.19,percentage,false,false
676,2026-05-02T12:02:24.846732+00:00,2026-05-02,rewe,supermarket,35.11,percentage,false,false
675,2026-05-02T12:02:03.213105+00:00,2026-05-02,secured pins,purchases,9.59,shared,false,false
674,2026-05-02T12:01:43.531952+00:00,2026-05-02,comida,pet,14.66,percentage,false,false
673,2026-05-02T12:01:26.175657+00:00,2026-05-01,rascador,pet,24.29,percentage,false,false
486,2026-01-09T13:02:44.109663+00:00,2026-05-01,Disney,subscriptions,12.78,percentage,true,true
477,2026-01-05T11:18:38.771803+00:00,2026-05-01,CHATGPT,subscriptions,27.07,percentage,false,true
143,2025-06-02T17:23:52.439865+00:00,2026-05-01,"seguro medico ",health insurance,426.25,shared,false,true
98,2025-05-07T12:01:57.792376+00:00,2026-05-01,Spotify,subscriptions,21.06,percentage,true,true
97,2025-05-07T12:01:07.90614+00:00,2026-05-01,amazon prime,subscriptions,11.99,percentage,false,true
96,2025-05-07T12:00:07.392192+00:00,2026-05-01,crunchyroll,subscriptions,5.19,percentage,false,true
95,2025-05-07T11:59:44.977728+00:00,2026-05-01,Youtube,subscriptions,15.22,percentage,false,true
94,2025-05-07T11:59:17.697714+00:00,2026-05-01,O2,cellphone,49.96,shared,false,true
87,2025-05-01T14:36:53.916578+00:00,2026-05-01,Alquiler,rent,2124.15,percentage,true,true
